pet_species,breed,age_years,weight_status,living_situation,exercise_level,conditions_count,allergies_count,health_risk_score
Dog,Dachshund,10.624413777090126,Overweight,House,Moderate,0,0,0.503722921337835
Dog,German Shepherd,7.841455767968844,Normal,House,Moderate,0,0,0.21957073507375635
Dog,Dachshund,11.938862056264835,Overweight,house,Moderate,0,0,0.5172213464950913
Dog,Golden Retriever,9.426373865420109,Normal,Apartment,Active,0,0,0.31967539036889203
Dog,Beagle,13.963830311245612,Obese,House,Active,0,0,0.8417574135266757
Dog,Labrador Retriever,11.455306986782599,Normal,House,Light,0,0,0.5001260165031205
Dog,Golden Retriever,6.064611782639863,Normal,Apartment,Very Active,0,0,0.27232847111078845
Dog,Golden Retriever,10.217617670595429,Normal,House,Very Active,0,0,0.2804317653746392
Dog,Chihuahua,13.736857164997051,Normal,House,Very Active,0,0,0.29830942772252467
Dog,Yorkshire Terrier,6.362059881091325,Normal,Apartment,Moderate,1,0,0.35488263313292784
Dog,German Shepherd,7.104182198704395,Obese,Apartment,Very Active,0,0,0.5286768958716193
Dog,Dachshund,14.857057036287552,Normal,House,Moderate,0,0,0.45729578334069293
Dog,Bulldog,5.258119253557026,Normal,House,Moderate,0,0,0.15057825995751872
Dog,Mixed Breed,13.033793043424174,Overweight,House,Active,0,0,0.4122067155537671
Dog,Golden Retriever,9.286276747534174,Overweight,House,Very Active,0,0,0.5209489324583595
Dog,German Shepherd,11.623368480802164,Normal,House,Moderate,0,0,0.43847582253717937
Dog,Dachshund,13.349023003959164,Obese,House,Very Active,0,0,0.4971168090894288
Dog,Labrador Retriever,5.54187234458619,Overweight,House,Very Active,0,0,0.34138669005916256
Dog,Golden Retriever,10.53523436032551,Overweight,House,Active,0,0,0.3610455849095512
Dog,Yorkshire Terrier,9.555826580107272,Overweight,House,Very Active,1,0,0.4660905284089356
Dog,Dachshund,12.170878127759572,Normal,House,Moderate,0,1,0.3906648561094668
Dog,Poodle,15.900950352832197,Normal,House,Light,0,0,0.5102840800056865
Dog,Labrador Retriever,6.730214250826562,Normal,Apartment,Moderate,0,0,0.07535632105034212
Dog,Chihuahua,10.847790114162386,Obese,House,active,0,0,0.6403847580476298
Dog,Bulldog,9.747730954649972,Normal,Unknown,Active,0,0,0.3429463497898799
Dog,Beagle,12.860170328505056,Overweight,House,Active,0,0,0.5813020100009038
Dog,German Shepherd,9.275748946583553,Normal,House,Moderate,0,0,0.2511129480636778
Dog,Chihuahua,12.425747856837217,Normal,House,Active,2,0,0.6186553291329304
Dog,Dachshund,10.98021161807176,Unknown,House,Active,0,0,0.49053407683923256
Dog,Golden Retriever,7.866850144905058,Normal,House,Active,0,0,0.25619455908169353
Dog,Golden Retriever,9.227268727007695,Normal,Apartment,Active,0,0,0.3488504186502546
Dog,Poodle,13.113767253203461,Overweight,House,Moderate,1,0,0.4953348125812115
Dog,Golden Retriever,9.952459480243277,Underweight,House,Light,0,0,0.41884684043384085
Dog,Beagle,5.589145046348266,Overweight,Outdoor,Active,0,0,0.6032009715904719
